UserID,I,Iu,Imax,BucketNum,SumExp,AvgExp
13153.0,15,15,15,1,486.22,486.22
13155.0,85,67,52,4,971.76,242.94
13157.0,87,69,44,4,1741.22,435.305
13158.0,79,59,23,4,1201.06,300.265
13159.0,121,114,43,4,1437.85,359.4625
13160.0,4,4,4,1,91.8,91.8
13161.0,8,8,8,1,112.75,112.75
13162.0,79,74,37,4,1688.29,422.0725
13165.0,42,40,29,2,1021.48,510.74
13166.0,41,39,41,1,417.2,417.2
13167.0,65,51,23,4,791.3299999999999,197.83249999999998
13168.0,131,102,76,4,1319.19,329.7975
13169.0,13,11,7,2,712.88,356.44
13170.0,32,29,32,1,116.00999999999999,116.00999999999999
13171.0,46,37,23,3,468.40999999999997,156.13666666666666
13173.0,43,41,23,2,353.65,176.825
13176.0,72,66,72,1,492.84,492.84
13177.0,17,17,17,1,282.45,282.45
13178.0,265,95,35,11,5725.47,520.4972727272727
13182.0,11,11,11,1,121.18,121.18
13183.0,94,51,20,9,3957.78,439.75333333333333
13184.0,181,138,38,10,1701.29,170.129
13185.0,1,1,1,1,71.4,71.4
13186.0,79,69,51,3,1575.89,525.2966666666667
13187.0,37,37,37,1,236.02,236.02
13188.0,2,2,2,1,114.60000000000001,114.60000000000001
13189.0,29,29,18,2,260.68,130.34
13192.0,63,57,33,2,911.94,455.97
13193.0,29,22,29,1,117.88,117.88
13194.0,3,3,3,1,60.7,60.7
13196.0,110,97,63,4,1797.78,449.445
13198.0,226,199,67,6,3401.24,566.8733333333333
13200.0,46,42,21,4,870.09,217.5225
13203.0,57,56,25,4,869.46,217.365
13207.0,8,7,5,2,250.26000000000005,125.13000000000002
13208.0,149,124,36,6,1223.9,203.98333333333335
13210.0,22,22,22,1,353.48,353.48
13211.0,56,45,44,3,1197.42,399.14000000000004
13212.0,142,128,86,3,788.08,262.6933333333333
13213.0,90,82,39,5,1520.5800000000002,304.11600000000004
13216.0,5,5,5,1,333.74,333.74
13217.0,4,3,2,3,533.98,177.99333333333334
13218.0,5,5,5,1,62.63999999999999,62.63999999999999
13220.0,21,18,15,4,819.29,204.8225
13221.0,66,62,35,2,847.4100000000001,423.70500000000004
13223.0,5,5,4,2,163.20000000000002,81.60000000000001
13224.0,108,101,66,2,2155.95,1077.975
13225.0,32,23,8,7,6463.84,923.4057142857143
13226.0,16,16,16,1,108.21000000000001,108.21000000000001
13227.0,9,9,9,1,257.7,257.7
13228.0,2,2,2,1,358.0,358.0
13229.0,10,10,10,1,160.95,160.95
13232.0,207,147,60,7,1357.6,193.94285714285712
13233.0,43,43,26,2,605.12,302.56
13235.0,58,53,58,1,1031.07,1031.07
13236.0,36,34,21,2,744.85,372.425
13238.0,31,20,14,4,700.73,175.1825
13239.0,21,21,21,1,329.56,329.56
13240.0,67,59,23,4,663.65,165.9125
13242.0,13,12,8,3,270.4,90.13333333333333
13243.0,58,56,58,1,600.07,600.07
13244.0,27,27,27,1,121.74000000000001,121.74000000000001
13245.0,16,16,16,1,430.5,430.5
13246.0,141,110,36,6,1987.3,331.21666666666664
13247.0,25,18,14,4,501.12,125.28
13248.0,26,25,21,2,465.67999999999995,232.83999999999997
13249.0,23,21,19,3,711.4100000000001,237.13666666666668
13253.0,36,35,20,2,1030.4,515.2
13255.0,13,13,7,2,399.51,199.755
13258.0,38,28,19,3,698.58,232.86
13259.0,87,77,87,1,292.32,292.32
13260.0,8,8,8,1,557.62,557.62
13261.0,9,8,8,2,944.1,472.05
13262.0,11,11,11,1,200.29,200.29
13265.0,91,66,28,5,2107.6600000000003,421.53200000000004
13266.0,187,82,20,12,3834.26,319.5216666666667
13267.0,211,88,20,19,4521.49,237.97315789473683
13268.0,440,257,96,11,3214.69,292.24454545454546
13269.0,316,177,95,15,5346.23,356.4153333333333
13270.0,1,1,1,1,590.0,590.0
13271.0,96,79,96,1,217.38,217.38
13272.0,15,15,8,2,276.56,138.28
13273.0,16,16,16,1,138.98,138.98
13276.0,30,30,23,2,590.9300000000001,295.46500000000003
13277.0,8,5,3,4,258.4,64.6
13278.0,46,46,46,1,542.73,542.73
13279.0,9,9,9,1,137.75,137.75
13280.0,85,67,41,3,814.86,271.62
13282.0,37,29,15,3,1132.14,377.38000000000005
13283.0,7,7,5,2,93.66,46.83
13284.0,13,13,13,1,201.19,201.19
13285.0,187,157,55,4,2709.12,677.28
13291.0,42,41,42,1,361.11,361.11
13292.0,31,29,17,2,578.94,289.47
13294.0,54,48,32,2,873.74,436.87
13295.0,10,10,10,1,201.20000000000002,201.20000000000002
13296.0,5,5,5,1,87.4,87.4
13297.0,59,52,38,4,2089.85,522.4625
13298.0,2,2,2,1,360.0,360.0
13299.0,5,5,5,1,142.5,142.5
13300.0,20,20,20,1,371.89,371.89
13301.0,81,75,24,4,618.09,154.5225
13302.0,1,1,1,1,63.75,63.75
13304.0,21,21,21,1,300.42,300.42
13305.0,81,50,14,10,2000.86,200.08599999999998
13307.0,1,1,1,1,15.0,15.0
13308.0,54,49,26,3,1385.51,461.83666666666664
13309.0,107,82,34,5,1456.79,291.358
13310.0,72,65,27,3,1132.03,377.3433333333333
13311.0,26,25,24,2,598.57,299.285
13313.0,78,47,17,5,1555.3200000000002,311.064
13314.0,62,55,40,3,775.94,258.6466666666667
13316.0,87,66,38,4,5977.73,1494.4325
13317.0,124,100,56,6,2273.6800000000003,378.9466666666667
13318.0,20,14,13,3,640.76,213.58666666666667
13319.0,476,209,47,26,10845.55,417.1365384615384
13320.0,106,77,36,4,1548.7,387.175
13321.0,11,10,9,2,567.36,283.68
13322.0,25,25,25,1,199.48000000000002,199.48000000000002
13323.0,21,6,5,5,787.85,157.57
13324.0,75,25,18,10,7121.95,712.1949999999999
13325.0,12,12,12,1,675.3,675.3
13327.0,108,74,21,8,3627.77,453.47125
13328.0,17,17,17,1,1308.48,1308.48
13329.0,17,16,10,2,789.0,394.5
13330.0,53,37,26,3,1140.9299999999998,380.30999999999995
13332.0,21,21,21,1,350.9,350.9
13336.0,51,51,51,1,795.12,795.12
13338.0,19,19,19,1,487.02,487.02
13339.0,54,54,54,1,860.12,860.12
13340.0,134,128,51,7,10736.48,1533.782857142857
13341.0,42,42,42,1,775.85,775.85
13343.0,19,19,19,1,353.43,353.43
13344.0,119,115,68,3,2543.7200000000003,847.9066666666668
13345.0,20,20,20,1,389.5,389.5
13347.0,8,8,8,1,341.36,341.36
13348.0,14,14,14,1,233.76,233.76
13349.0,16,16,16,1,247.32,247.32
13350.0,40,36,32,2,979.1200000000001,489.56000000000006
13351.0,16,16,16,1,373.94,373.94
13352.0,24,24,24,1,397.97999999999996,397.97999999999996
13354.0,51,51,51,1,743.53,743.53
13355.0,32,32,32,1,674.7,674.7
13356.0,42,42,42,1,768.24,768.24
13357.0,90,85,90,1,609.95,609.95
13358.0,29,29,29,1,439.03,439.03
13359.0,23,23,23,1,439.56,439.56
13362.0,166,128,52,4,3090.7400000000002,772.6850000000001
13363.0,60,47,39,2,992.5,496.25
13364.0,10,10,10,1,134.95999999999998,134.95999999999998
13365.0,128,122,89,2,2225.37,1112.685
13366.0,1,1,1,1,56.160000000000004,56.160000000000004
13368.0,29,29,28,2,623.4,311.7
13369.0,14,14,14,1,308.28000000000003,308.28000000000003
13370.0,39,39,39,1,754.87,754.87
13372.0,23,23,23,1,378.64,378.64
13373.0,158,135,56,3,3312.25,1104.0833333333333
13375.0,37,37,37,1,778.65,778.65
13376.0,53,45,21,3,1019.76,339.92
13379.0,97,85,45,3,572.56,190.85333333333332
13381.0,172,77,34,6,3639.31,606.5516666666666
13382.0,15,15,15,1,222.99,222.99
13384.0,152,123,54,7,4151.93,593.1328571428572
13385.0,35,35,35,1,534.57,534.57
13388.0,35,35,31,2,677.0999999999999,338.54999999999995
13389.0,51,50,20,3,797.96,265.9866666666667
13390.0,13,13,13,1,544.08,544.08
13391.0,1,1,1,1,59.8,59.8
13394.0,155,124,25,8,2520.02,315.0025
13395.0,21,21,21,1,307.72,307.72
13396.0,43,42,28,2,1360.99,680.495
13397.0,38,28,12,5,1544.13,308.826
13398.0,26,26,26,1,457.34,457.34
13402.0,39,32,22,2,621.23,310.615
13403.0,3,3,3,1,75.0,75.0
13404.0,11,11,9,2,252.49,126.245
13405.0,27,25,19,3,572.451,190.817
13410.0,28,15,8,5,1003.0600000000001,200.61200000000002
13411.0,18,17,18,1,213.55,213.55
13414.0,24,23,20,3,1390.5,463.5
13416.0,19,11,11,2,712.5,356.25
13417.0,28,26,18,2,640.8299999999999,320.41499999999996
13418.0,304,223,46,18,6127.43,340.4127777777778
13419.0,16,16,16,1,221.06,221.06
13420.0,8,8,4,2,159.85,79.925
13421.0,104,88,64,2,1851.08,925.54
13425.0,78,66,27,3,1624.21,541.4033333333333
13426.0,157,103,28,10,3641.32,364.132
13427.0,29,25,14,3,582.6,194.20000000000002
13428.0,74,70,74,1,218.47,218.47
13429.0,67,55,24,4,1006.8000000000001,251.70000000000002
13430.0,49,48,29,2,679.45,339.725
13431.0,46,44,36,2,1269.1,634.55
13434.0,10,9,5,2,534.24,267.12
13435.0,101,68,21,7,3809.89,544.27
13436.0,12,12,12,1,196.89,196.89
13437.0,167,143,80,7,3408.06,486.86571428571426
13439.0,54,54,54,1,283.71,283.71
13441.0,13,13,13,1,296.64,296.64
13447.0,59,55,22,3,1129.14,376.38000000000005
13448.0,195,137,91,6,3539.37,589.895
13449.0,19,19,19,1,291.88,291.88
13450.0,71,32,19,6,2043.72,340.62
13451.0,443,315,121,5,2976.15,595.23
13452.0,2,1,1,2,590.0,295.0
13453.0,17,16,9,2,356.98,178.49
13455.0,46,42,30,2,1058.3400000000001,529.1700000000001
13456.0,63,43,23,6,1766.72,294.4533333333333
13458.0,382,242,53,14,9646.57,689.0407142857142
13460.0,17,16,11,2,183.44,91.72
13461.0,27,14,12,3,1445.0,481.6666666666667
13462.0,9,9,9,1,151.5,151.5
13464.0,41,41,41,1,674.68,674.68
13466.0,17,17,17,1,307.9,307.9
13467.0,99,89,79,2,1083.71,541.855
13470.0,10,7,7,2,165.0,82.5
13473.0,21,21,12,2,422.64,211.32
13474.0,64,59,64,1,229.59,229.59
13475.0,86,64,32,4,1431.78,357.945
13476.0,58,56,29,2,1238.47,619.235
13477.0,79,57,26,6,1454.58,242.42999999999998
13479.0,15,14,8,2,300.95,150.475
13481.0,109,98,43,5,1804.56,360.912
13482.0,11,11,11,1,184.64,184.64
13483.0,10,10,10,1,140.34,140.34
13484.0,8,8,8,1,313.8,313.8
13485.0,23,23,23,1,454.24,454.24
13486.0,69,69,37,3,1122.4099999999999,374.1366666666666
13487.0,34,26,13,3,575.4,191.79999999999998
13488.0,422,271,71,13,8968.31,689.87
13489.0,14,11,6,4,449.52,112.38
13491.0,86,73,13,10,1215.82,121.582
13492.0,50,38,22,3,1269.8400000000001,423.28000000000003
13493.0,8,6,4,2,618.63,309.315
13494.0,18,18,18,1,316.26000000000005,316.26000000000005
13495.0,48,34,15,5,2044.87,408.974
13496.0,35,28,26,2,653.3299999999999,326.66499999999996
13497.0,19,19,10,2,348.05,174.025
13499.0,42,31,12,5,1159.1100000000001,231.82200000000003
13500.0,65,60,27,3,1166.77,388.92333333333335
13501.0,52,52,52,1,1340.32,1340.32
13502.0,18,17,9,3,292.0,97.33333333333333
13503.0,17,17,17,1,216.85,216.85
13504.0,22,22,22,1,295.93,295.93
13505.0,215,182,92,4,4393.63,1098.4075
13506.0,26,26,17,2,458.52,229.26
13507.0,162,146,82,4,2479.16,619.79
13508.0,12,12,12,1,110.97,110.97
13509.0,44,27,15,7,979.72,139.96
13510.0,115,86,38,4,1791.56,447.89
13512.0,15,15,15,1,251.21,251.21
13513.0,10,10,10,1,205.1,205.1
13514.0,4,4,4,1,152.20000000000002,152.20000000000002
13515.0,59,50,24,4,891.12,222.78
13516.0,44,43,31,3,1389.41,463.1366666666667
13517.0,141,125,76,3,2128.42,709.4733333333334
13518.0,38,36,38,1,659.4399999999999,659.4399999999999
13519.0,8,8,8,1,122.75,122.75
13520.0,93,49,25,6,3624.35,604.0583333333333
13522.0,5,5,5,1,125.80000000000001,125.80000000000001
13523.0,172,157,66,5,3964.88,792.976
13524.0,27,17,9,5,680.1800000000001,136.036
13525.0,6,5,4,2,628.78,314.39
13527.0,223,153,52,7,2287.51,326.7871428571429
13529.0,15,15,8,2,307.76,153.88
13531.0,22,17,15,2,483.79999999999995,241.89999999999998
13532.0,66,66,66,1,210.31,210.31
13533.0,76,61,40,3,270.78999999999996,90.26333333333332
13534.0,296,119,19,25,5870.08,234.8032
13536.0,179,91,40,7,3448.29,492.61285714285714
13538.0,25,10,5,7,1280.8500000000001,182.97857142857146
13539.0,37,35,16,3,631.34,210.4466666666667
13544.0,87,76,49,2,291.40999999999997,145.70499999999998
13546.0,98,72,38,3,626.99,208.99666666666667
13548.0,124,114,63,2,682.41,341.205
13549.0,51,37,11,7,918.2,131.17142857142858
13551.0,4,4,4,1,91.80000000000001,91.80000000000001
13552.0,109,82,15,12,3740.07,311.6725
13555.0,136,128,58,4,4149.28,1037.32
13557.0,34,31,18,2,584.06,292.03
13558.0,175,123,59,4,605.06,151.265
13560.0,33,32,33,1,174.37,174.37
13561.0,14,14,14,1,141.85999999999999,141.85999999999999
13562.0,82,50,29,3,1799.33,599.7766666666666
13563.0,49,49,39,2,777.53,388.765
13564.0,83,68,41,3,1749.02,583.0066666666667
13565.0,38,35,25,2,240.21999999999997,120.10999999999999
13566.0,176,134,113,2,874.71,437.355
13568.0,44,41,44,1,192.85,192.85
13569.0,85,73,61,2,373.75,186.875
13570.0,27,27,27,1,239.49,239.49
13571.0,341,157,46,12,2092.32,174.36
13572.0,33,32,33,1,1384.25,1384.25
13573.0,26,24,23,2,294.4,147.2
13575.0,46,41,16,5,732.0699999999999,146.414
13576.0,126,78,19,18,6717.34,373.18555555555554
13577.0,83,61,26,4,1687.6,421.9
13579.0,23,19,14,2,467.03999999999996,233.51999999999998
13581.0,10,10,10,1,118.0,118.0
13583.0,53,53,53,1,781.03,781.03
13584.0,24,24,24,1,142.4,142.4
13587.0,8,8,8,1,712.4,712.4
13588.0,174,131,38,9,2478.95,275.43888888888887
13589.0,21,21,12,2,379.65,189.825
13590.0,87,70,21,6,1981.92,330.32
13591.0,58,56,23,3,1117.1299999999999,372.3766666666666
13592.0,16,15,6,4,247.95999999999998,61.989999999999995
13593.0,128,77,39,5,2037.0800000000002,407.41600000000005
13594.0,26,26,26,1,396.97,396.97
13598.0,40,33,40,1,180.17000000000002,180.17000000000002
13599.0,247,171,58,21,5153.67,245.41285714285715
13600.0,19,19,19,1,219.52,219.52
13601.0,99,90,57,2,693.3199999999999,346.65999999999997
13602.0,23,23,23,1,428.89,428.89
13603.0,27,27,27,1,164.34,164.34
13606.0,43,40,37,3,280.53999999999996,93.51333333333332
13607.0,98,93,98,1,678.01,678.01
13610.0,226,165,43,7,1131.88,161.69714285714286
13611.0,74,67,42,3,1171.8000000000002,390.6000000000001
13614.0,201,171,94,4,1610.46,402.615
13615.0,23,23,23,1,417.69,417.69
13617.0,44,31,16,3,544.1800000000001,181.39333333333335
13618.0,13,13,13,1,177.34,177.34
13621.0,19,19,19,1,213.85,213.85
13623.0,81,75,24,5,747.7800000000001,149.556
13626.0,19,19,19,1,257.23,257.23
13627.0,92,84,23,5,1638.47,327.694
13629.0,59,28,20,11,7792.36,708.3963636363636
13630.0,71,51,32,7,2031.78,290.2542857142857
13631.0,11,6,1,11,3070.42,279.1290909090909
13632.0,146,121,44,5,2121.27,424.254
13634.0,188,156,63,5,1575.1599999999999,315.032
13635.0,62,62,62,1,1071.03,1071.03
13636.0,63,57,22,5,949.12,189.824
13637.0,101,79,64,3,810.5,270.1666666666667
13638.0,8,8,8,1,122.64,122.64
13639.0,40,39,40,1,1033.34,1033.34
13642.0,66,57,66,1,354.8,354.8
13643.0,28,24,14,3,519.44,173.14666666666668
13644.0,146,144,48,4,2624.26,656.065
13645.0,5,5,5,1,252.1,252.1
13647.0,79,65,27,4,1678.1200000000001,419.53000000000003
13649.0,23,23,15,2,346.6,173.3
13650.0,96,79,24,6,1836.34,306.0566666666667
13651.0,6,6,5,2,94.2,47.1
13652.0,63,48,25,3,1095.08,365.02666666666664
13654.0,166,157,53,6,2707.33,451.22166666666664
13655.0,56,52,35,2,932.97,466.485
13656.0,49,49,31,2,379.65,189.825
13657.0,16,16,9,2,382.14,191.07
13658.0,108,91,43,5,2639.17,527.8340000000001
13659.0,104,92,62,2,1573.2,786.6
13662.0,53,50,18,3,897.76,299.25333333333333
13663.0,13,13,13,1,189.47,189.47
13666.0,12,12,7,3,84.65,28.21666666666667
13667.0,87,82,87,1,305.02,305.02
13668.0,470,284,47,21,6363.59,303.02809523809526
13669.0,9,9,6,2,218.54999999999998,109.27499999999999
13670.0,25,25,25,1,349.7,349.7
13672.0,6,4,3,2,186.39000000000001,93.19500000000001
13673.0,65,47,41,2,396.91999999999996,198.45999999999998
13675.0,25,25,15,2,486.82000000000005,243.41000000000003
13678.0,16,16,16,1,232.6,232.6
13680.0,195,164,63,4,3722.42,930.605
13681.0,57,37,20,4,827.83,206.9575
13682.0,3,3,3,1,59.5,59.5
13684.0,30,29,30,1,67.23,67.23
13685.0,39,29,13,7,3119.44,445.63428571428574
13686.0,8,8,8,1,72.0,72.0
13689.0,6,6,6,1,910.0,910.0
13690.0,9,9,9,1,172.25,172.25
13692.0,53,48,31,3,1488.3200000000002,496.10666666666674
13695.0,90,46,15,15,2504.13,166.942
13697.0,12,12,12,1,151.29999999999998,151.29999999999998
13699.0,14,14,14,1,308.58000000000004,308.58000000000004
13700.0,197,139,58,10,2265.12,226.512
13703.0,1,1,1,1,99.5,99.5
13704.0,134,111,22,9,2308.06,256.4511111111111
13705.0,28,25,11,3,711.86,237.28666666666666
13706.0,20,20,20,1,330.79,330.79
13707.0,48,48,32,2,806.41,403.205
13708.0,51,49,51,1,296.88,296.88
13709.0,336,244,46,13,6328.05,486.7730769230769
13710.0,8,8,8,1,180.48,180.48
13711.0,13,11,9,2,252.06,126.03
13712.0,10,10,10,1,228.84,228.84
13715.0,105,89,52,5,1079.3400000000001,215.86800000000002
13716.0,21,21,21,1,138.28,138.28
13717.0,102,92,21,6,1445.01,240.835
13718.0,12,9,7,2,306.55,153.275
13719.0,60,56,20,5,1041.68,208.336
13720.0,43,42,17,4,799.9,199.975
13721.0,28,28,28,1,524.14,524.14
13722.0,85,75,46,3,2375.41,791.8033333333333
13723.0,6,6,6,1,199.85000000000002,199.85000000000002
13725.0,104,95,41,8,1980.56,247.57
13726.0,42,39,23,2,1079.66,539.83
13727.0,20,19,14,2,333.48,166.74
13728.0,63,38,13,6,1016.14,169.35666666666665
13730.0,43,38,22,2,752.5999999999999,376.29999999999995
13731.0,38,36,20,2,610.59,305.295
13732.0,33,33,33,1,491.86,491.86
13735.0,196,158,69,4,2885.24,721.31
13736.0,191,166,115,2,731.9,365.95
13737.0,30,29,30,1,339.59999999999997,339.59999999999997
13739.0,3,3,3,1,216.9,216.9
13740.0,23,23,23,1,350.75,350.75
13741.0,34,34,14,3,668.4300000000001,222.81000000000003
13742.0,321,200,95,12,3131.02,260.91833333333335
13743.0,41,8,7,7,1341.6,191.65714285714284
13744.0,72,54,53,2,1156.36,578.18
13745.0,25,25,25,1,300.04,300.04
13747.0,1,1,1,1,79.6,79.6
13748.0,28,24,13,5,948.25,189.65
13750.0,24,20,10,5,1647.26,329.452
13751.0,9,9,9,1,296.25,296.25
13752.0,76,64,25,6,1186.2800000000002,197.71333333333337
13753.0,35,35,35,1,741.26,741.26
13754.0,12,11,8,2,282.6,141.3
13755.0,342,232,114,9,2161.35,240.14999999999998
13756.0,142,66,21,14,5189.52,370.68
13758.0,117,104,47,7,3190.55,455.79285714285714
13759.0,25,24,24,2,659.4100000000001,329.70500000000004
13760.0,57,50,29,2,286.79,143.395
13761.0,70,68,38,2,1070.65,535.325
13762.0,7,7,7,1,306.72,306.72
13763.0,15,15,15,1,1714.96,1714.96
13764.0,208,183,70,3,1521.76,507.25333333333333
13769.0,135,73,19,10,2796.51,279.651
13771.0,119,114,49,4,2634.45,658.6125
13772.0,177,141,71,3,1132.13,377.3766666666667
13774.0,22,22,22,1,345.0,345.0
13778.0,9,9,9,1,178.7,178.7
13780.0,57,56,48,2,360.01000000000005,180.00500000000002
13781.0,17,17,17,1,127.84,127.84
13782.0,115,96,36,6,912.0,152.0
13784.0,31,9,6,11,2462.79,223.89
13786.0,7,7,7,1,230.39999999999998,230.39999999999998
13787.0,31,24,24,2,309.04,154.52
13790.0,45,45,45,1,348.8,348.8
13791.0,11,7,7,2,1516.0,758.0
13792.0,13,13,9,2,195.55,97.775
13799.0,39,32,23,2,688.8599999999999,344.42999999999995
13800.0,33,33,33,1,558.32,558.32
13801.0,23,23,23,1,324.8,324.8
13802.0,60,55,28,3,4599.42,1533.14
13803.0,17,17,17,1,277.07,277.07
13804.0,137,124,41,7,2635.79,376.5414285714286
13805.0,13,10,7,2,924.6,462.3
13806.0,10,10,10,1,256.38,256.38
13807.0,7,7,7,1,112.6,112.6
13808.0,76,70,27,5,1747.66,349.53200000000004
13809.0,12,11,12,1,155.05,155.05
13810.0,35,32,20,3,1499.01,499.67
13811.0,13,7,6,3,814.5,271.5
13812.0,36,33,20,3,539.0,179.66666666666666
13813.0,69,54,20,4,1366.8600000000001,341.71500000000003
13814.0,57,37,31,2,1579.12,789.56
13815.0,176,132,83,4,4027.36,1006.84
13816.0,28,25,17,2,571.6700000000001,285.83500000000004
13817.0,24,20,15,2,382.98,191.49
13819.0,36,26,13,3,1140.35,380.1166666666666
13821.0,59,51,42,2,385.64,192.82
13822.0,96,90,91,2,632.0,316.0
13823.0,40,39,26,2,957.66,478.83
13824.0,46,34,14,5,1698.94,339.788
13826.0,10,10,10,1,189.5,189.5
13827.0,93,83,33,3,412.05,137.35
13828.0,15,15,15,1,209.49,209.49
13831.0,74,58,53,6,2202.99,367.16499999999996
13832.0,3,3,3,1,52.199999999999996,52.199999999999996
13833.0,29,28,29,1,384.8,384.8
13835.0,55,48,21,4,834.5699999999999,208.64249999999998
13837.0,19,17,10,2,271.24,135.62
13838.0,174,144,55,4,691.73,172.9325
13841.0,1,1,1,1,85.0,85.0
13842.0,206,155,41,9,3385.62,376.18
13844.0,20,20,20,1,361.62,361.62
13845.0,9,9,9,1,312.98,312.98
13846.0,55,55,28,3,865.06,288.3533333333333
13848.0,5,3,3,3,1255.0,418.3333333333333
13849.0,101,97,63,2,1537.9499999999998,768.9749999999999
13850.0,93,93,93,1,1595.48,1595.48
13851.0,81,77,52,3,2651.46,883.82
13853.0,23,23,23,1,1090.14,1090.14
13854.0,110,39,8,25,8109.52,324.3808
13856.0,14,10,7,3,388.5,129.5
13858.0,11,11,11,1,216.17,216.17
13859.0,28,27,28,1,201.16,201.16
13860.0,76,58,24,5,1245.9,249.18
13862.0,139,97,27,8,2209.36,276.17
13863.0,20,20,20,1,305.78,305.78
13865.0,30,26,10,4,501.56,125.39
13866.0,7,7,7,1,145.67000000000002,145.67000000000002
13867.0,61,51,30,3,1015.2900000000001,338.43
13868.0,33,32,32,2,3192.54,1596.27
13870.0,115,91,34,8,2770.94,346.3675
13871.0,336,155,44,13,6403.25,492.5576923076923
13873.0,23,21,9,3,389.6,129.86666666666667
13874.0,18,18,18,1,540.45,540.45
13875.0,104,79,24,5,1786.79,357.358
13876.0,7,7,7,1,122.7,122.7
13877.0,3,3,3,1,117.24,117.24
13878.0,36,35,36,1,1281.53,1281.53
13880.0,165,125,25,13,3219.77,247.67461538461538
13881.0,178,72,19,20,17159.52,857.976
13882.0,65,54,22,5,1191.13,238.22600000000003
13883.0,142,108,48,5,2674.48,534.896
13884.0,59,45,36,5,787.6,157.52
13885.0,28,28,23,2,506.79999999999995,253.39999999999998
13886.0,16,16,16,1,243.56,243.56
13887.0,19,19,19,1,349.55,349.55
13888.0,40,38,20,2,605.63,302.815
13889.0,15,15,15,1,416.90000000000003,416.90000000000003
13890.0,110,74,19,10,1883.81,188.381
13892.0,27,26,21,4,632.9699999999999,158.24249999999998
13893.0,21,21,21,1,821.1,821.1
13894.0,27,25,15,3,564.62,188.20666666666668
13895.0,118,97,38,4,2593.07,648.2675
13897.0,17,17,17,1,311.16,311.16
13898.0,12,12,12,1,155.93,155.93
13899.0,19,19,15,2,388.52,194.26
13900.0,43,42,26,3,740.95,246.98333333333335
13901.0,149,144,77,5,2867.2000000000003,573.44
13904.0,26,24,17,2,332.64,166.32
13908.0,122,104,46,4,2369.55,592.3875
13911.0,148,120,30,9,2580.91,286.7677777777778
13914.0,33,28,17,2,626.45,313.225
13917.0,18,16,13,2,272.03999999999996,136.01999999999998
13918.0,30,30,22,2,1212.84,606.42
13919.0,28,24,16,2,384.81,192.405
13922.0,7,7,7,1,172.25,172.25
13923.0,20,20,20,1,351.13,351.13
13924.0,117,90,39,6,1838.85,306.47499999999997
13925.0,41,28,25,4,678.25,169.5625
13926.0,11,11,11,1,223.85000000000002,223.85000000000002
13927.0,21,21,21,1,348.99,348.99
13928.0,27,23,8,4,464.57000000000005,116.14250000000001
13929.0,9,8,7,2,842.65,421.325
13930.0,17,15,10,2,337.34,168.67
13931.0,58,56,38,2,1237.5300000000002,618.7650000000001
13932.0,16,16,16,1,307.4,307.4
13933.0,23,23,14,2,608.79,304.395
13934.0,31,31,31,1,922.1,922.1
13936.0,26,26,26,1,376.58,376.58
13937.0,9,9,9,1,158.85,158.85
13938.0,7,7,7,1,71.66,71.66
13939.0,45,43,22,3,568.55,189.51666666666665
13940.0,49,39,15,4,839.14,209.785
13941.0,45,24,11,5,5112.96,1022.592
13946.0,11,11,5,3,561.57,187.19000000000003
13947.0,5,5,5,1,90.6,90.6
13948.0,3,3,3,1,102.0,102.0
13949.0,160,124,43,6,2427.32,404.55333333333334
13950.0,35,33,12,4,745.06,186.265
13951.0,39,38,20,3,674.45,224.8166666666667
13952.0,137,120,93,2,3251.071,1625.5355
13953.0,20,8,8,7,3515.68,502.23999999999995
13954.0,25,24,13,2,439.91999999999996,219.95999999999998
13955.0,33,33,22,2,322.96,161.48
13956.0,152,123,55,5,1026.42,205.28400000000002
13959.0,92,79,58,3,598.2,199.4
13960.0,12,11,8,2,230.22,115.11
13962.0,11,11,7,2,169.55,84.775
13963.0,35,35,13,4,664.54,166.135
13967.0,2,2,2,1,80.7,80.7
13971.0,149,118,24,8,2758.26,344.7825
13972.0,15,15,9,2,190.25,95.125
13973.0,11,11,11,1,264.7,264.7
13974.0,28,28,28,1,413.59000000000003,413.59000000000003
13975.0,338,240,117,6,2526.28,421.0466666666667
13976.0,10,10,10,1,357.98,357.98
13978.0,15,14,14,2,196.79000000000002,98.39500000000001
13979.0,54,54,54,1,869.87,869.87
13980.0,11,11,11,1,200.14,200.14
13982.0,111,72,38,4,1871.81,467.9525
13983.0,107,91,34,12,2603.43,216.9525
13984.0,16,14,5,5,920.51,184.102
13985.0,349,108,46,15,7060.13,470.67533333333336
13986.0,13,12,13,1,320.46,320.46
13988.0,234,188,68,6,4147.96,691.3266666666667
13989.0,41,33,23,2,1266.08,633.04
13990.0,16,16,16,1,311.3,311.3
13991.0,84,58,32,6,855.9699999999999,142.66166666666666
13992.0,5,5,5,1,76.8,76.8
13993.0,121,66,22,9,3466.36,385.1511111111111
13994.0,155,122,75,6,2313.14,385.5233333333333
13995.0,86,55,28,5,1393.69,278.738
13999.0,208,102,24,12,3901.81,325.1508333333333
14000.0,15,15,15,1,635.66,635.66
14001.0,39,34,15,3,2043.08,681.0266666666666
14002.0,47,47,33,2,529.73,264.865
14004.0,171,102,34,7,4582.64,654.6628571428572
14005.0,84,53,30,5,2874.7200000000003,574.9440000000001
14006.0,30,22,13,3,962.19,320.73
